원본 출처,L1 대분류,L1 소분류,L1 중분류,QID,구분,연도
2022 KMLE 4교시 65번,산부인과,조산,산과-이상임신,,임상의학,
2022 KMLE 3교시 61번,내과,흉막과 종격동 질환,호흡기,,임상의학,
2023 KMLE 1교시 60번,예방의학,중금속,환경 및 산업보건,,인문사회의학,
2021 KMLE 4교시 33번,내과,ST분절 상승 심근경색,순환기,,임상의학,
2024 KMLE 2교시 34번,외과,화상과 한랭 손상,외과총론,SGGN01100002,임상의학,
2025 KMLE 3교시 11번,외과,동맥계,외과각론,SGSP01800002,임상의학,
2025 KMLE 3교시 62번,정신건강의학과,불안장애,질환,,임상의학,
2025 KMLE 2교시 49번,내과,폐렴,호흡기,,임상의학,
2021 KMLE 2교시 25번,내과,저혈당,내분비,,임상의학,
2026 KMLE 1교시 65번,예방의학,건강증진과 보건교육,건강증진/의료윤리,,인문사회의학,
2025 KMLE 2교시 9번,정신건강의학과,불안장애,질환,,임상의학,
2026 KMLE 1교시 11번,의료법규,지역보건법,의료법규,,인문사회의학,
2025 KMLE 1교시 21번,내과,갑상샘 기능이상,내분비,,임상의학,
2024 KMLE 2교시 54번,내과,베체트병,류마티스,,임상의학,
2025 KMLE 3교시 26번,산부인과,임신의 내/외과적 합병증,산과-이상임신,,임상의학,
2025 KMLE 2교시 48번,내과,알레르기 질환 총론,알레르기,,임상의학,
2022 KMLE 2교시 15번,내과,담낭 및 담도 질환,소화기-간담췌,,임상의학,
2026 KMLE 1교시 52번,정신건강의학과,정신의학의 역사,기초,,임상의학,
2023 KMLE 4교시 61번,내과,염증성 장질환,소화기-위장관,,임상의학,
2022 KMLE 3교시 23번,,,,,,
2025 KMLE 2교시 1번,내과,갑상샘 종양,내분비,,임상의학,
2022 KMLE 3교시 22번,내과,뇌하수체 후엽 질환,내분비,,임상의학,
2022 KMLE 3교시 49번,내과,부신피질 질환,내분비,,임상의학,
2022 KMLE 1교시 32번,소아청소년과,정상 신생아(신생아 관리),총론,,임상의학,
2025 KMLE 3교시 13번,소아청소년과,성장,총론,,임상의학,
2024 KMLE 1교시 74번,예방의학,감염성 질환의 역학과 관리,역학,,인문사회의학,
2022 KMLE 3교시 14번,내과,심근질환,순환기,,임상의학,
2021 KMLE 2교시 21번,산부인과,불임(불임증/보조생식술),부인과-생식내분비,,임상의학,
2026 KMLE 1교시 36번,산부인과,외음부 및 질 질환,부인과-일반,,임상의학,
2022 KMLE 3교시 79번,외과,간,외과각론,SGSP01500013,임상의학,
2021 KMLE 1교시 68번,예방의학,보건사업의 실제와 우리나라의 실태,의료관리,,인문사회의학,
2022 KMLE 3교시 9번,마이너,골절과 탈구,정형외과,,임상의학,
2025 KMLE 3교시 29번,내과,콩팥병의 접근,신장,,임상의학,
2025 KMLE 1교시 49번,내과,빈맥성 부정맥,순환기,,임상의학,
2025 KMLE 1교시 39번,내과,림프종,혈액,,임상의학,
2025 KMLE 1교시 61번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2021 KMLE 4교시 70번,소아청소년과,성장,총론,,임상의학,
2023 KMLE 1교시 72번,마이너,환경 응급,응급의학과,,임상의학,
2021 KMLE 1교시 69번,예방의학,중금속,환경 및 산업보건,,인문사회의학,
2021 KMLE 4교시 38번,내과,콩팥토리질환,신장,,임상의학,
2023 KMLE 1교시 71번,예방의학,직업성 질환,환경 및 산업보건,,인문사회의학,
2024 KMLE 2교시 68번,내과,불안정형 협심증/비ST분절 상승 심근경색,순환기,,임상의학,
2021 KMLE 2교시 50번,외과,"지혈, 출혈 및 수혈",외과총론,SGGN00200004,임상의학,
2023 KMLE 3교시 50번,내과,원생동물(원충) 감염,감염,,임상의학,
2022 KMLE 3교시 57번,산부인과,외음부 및 질 질환,부인과-일반,,임상의학,
2022 KMLE 1교시 41번,소아청소년과,신생아 질환,총론,,임상의학,
2025 KMLE 3교시 33번,내과,위·십이지장 질환,소화기-위장관,,임상의학,
2024 KMLE 2교시 73번,산부인과,다태임신,산과-이상임신,,임상의학,
2022 KMLE 1교시 18번,의료법규,후천성면역결핍증 예방법,의료법규,,인문사회의학,
2024 KMLE 2교시 72번,내과,서맥성 부정맥,순환기,,임상의학,
2023 KMLE 3교시 7번,외과,소장,외과각론,SGSP01000004,임상의학,
2022 KMLE 2교시 49번,소아청소년과,신생아 가사 및 소생술,총론,,임상의학,
2025 KMLE 1교시 19번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2022 KMLE 4교시 63번,정신건강의학과,조현병 및 기타 정신병적 장애,질환,,임상의학,
2022 KMLE 3교시 65번,외과,위와 샘창자(십이지장),외과각론,SGSP00900019,임상의학,
2021 KMLE 5교시 33번,마이너,음경 및 요도 질환,비뇨의학과,,임상의학,
2024 KMLE 2교시 60번,내과,그람음성균 감염,감염,,임상의학,
2022 KMLE 2교시 8번,마이너,외상 처치,응급의학과,,임상의학,
2021 KMLE 1교시 10번,의료법규,감염병의 예방 및 관리에 관한 법률,의료법규,,인문사회의학,
2024 KMLE 3교시 60번,내과,식도질환,소화기-위장관,,임상의학,
2021 KMLE 5교시 1번,내과,부신수질 질환,내분비,,임상의학,
2021 KMLE 1교시 8번,의료법규,보건의료기본법,의료법규,,인문사회의학,
2021 KMLE 3교시 9번,내과,폐암,호흡기,,임상의학,
2021 KMLE 5교시 30번,내과,콩팥병의 접근,신장,,임상의학,
2021 KMLE 5교시 13번,내과,혈액응고인자 장애,혈액,,임상의학,
2021 KMLE 2교시 60번,내과,혈액응고인자 장애,혈액,,임상의학,
2024 KMLE 2교시 71번,외과,소장,외과각론,SGSP01000001,임상의학,
2025 KMLE 1교시 66번,예방의학,지역사회보건,의료관리,,인문사회의학,
2021 KMLE 3교시 6번,산부인과,폐경,부인과-생식내분비,,임상의학,
2022 KMLE 1교시 78번,의료법규,의료윤리,의료법규,,인문사회의학,
2022 KMLE 3교시 15번,마이너,뇌혈관 질환(뇌출혈/뇌경색),신경과/신경외과,,임상의학,
2023 KMLE 2교시 14번,내과,갑상샘 종양,내분비,,임상의학,
2022 KMLE 4교시 58번,정신건강의학과,신체증상 및 관련장애(신체형장애),질환,,임상의학,
2025 KMLE 3교시 15번,내과,심혈관계 진찰 및 증상,순환기,,임상의학,
2025 KMLE 3교시 35번,내과,위장관 출혈,소화기-위장관,,임상의학,
2025 KMLE 1교시 42번,산부인과,부인과 감염질환,부인과-일반,,임상의학,
2023 KMLE 4교시 66번,정신건강의학과,정신과적 응급(자살/난폭행동),질환,,임상의학,
2025 KMLE 3교시 59번,내과,심혈관계 진찰 및 증상,순환기,,임상의학,
2024 KMLE 1교시 77번,예방의학,의료윤리,건강증진/의료윤리,,인문사회의학,
2022 KMLE 3교시 26번,내과,감염질환 개요,감염,,임상의학,
2024 KMLE 1교시 9번,의료법규,국민건강보험법,의료법규,,인문사회의학,
2023 KMLE 2교시 59번,외과,간,외과각론,SGSP01400002,임상의학,
2023 KMLE 4교시 40번,내과,폐렴,호흡기,,임상의학,
2026 KMLE 1교시 28번,외과,갑상샘,외과각론,SGSP00200004,임상의학,
2021 KMLE 1교시 57번,내과,소장·결장·직장 종양,소화기-위장관,,임상의학,
2021 KMLE 3교시 26번,산부인과,다태임신,산과-이상임신,,임상의학,
2023 KMLE 4교시 16번,외과,급성 복증,외과각론,SGSP00700001,임상의학,
2024 KMLE 1교시 42번,내과,위종양,소화기-위장관,SGSP00900004,임상의학,
2023 KMLE 3교시 22번,내과,약물 알레르기,알레르기,,임상의학,
2025 KMLE 3교시 74번,내과,감염질환 개요,감염,,임상의학,
2024 KMLE 1교시 28번,소아청소년과,심혈관 질환,각론,,임상의학,
2024 KMLE 2교시 65번,내과,스피로헤타 감염,감염,,임상의학,
2023 KMLE 2교시 43번,소아청소년과,수분 및 전해질 평형,총론,,임상의학,
2025 KMLE 1교시 57번,산부인과,다낭성 난소증후군(내분비 이상),부인과-생식내분비,,임상의학,
2024 KMLE 2교시 20번,외과,담낭과 담도,외과각론,SGSP01500006,임상의학,
2021 KMLE 1교시 24번,산부인과,자궁근종,부인과-일반,,임상의학,
2023 KMLE 3교시 40번,내과,척추관절병증,류마티스,,임상의학,
2022 KMLE 1교시 75번,예방의학,건강증진과 보건교육,건강증진/의료윤리,,인문사회의학,
2025 KMLE 2교시 66번,내과,감염질환 개요,감염,,임상의학,
2021 KMLE 3교시 47번,소아청소년과,알레르기 질환,각론,,임상의학,
2024 KMLE 2교시 3번,소아청소년과,소화기 질환,각론,,임상의학,
2022 KMLE 1교시 6번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2025 KMLE 3교시 8번,소아청소년과,호흡기 질환,각론,,임상의학,
2021 KMLE 2교시 14번,소아청소년과,신·요로 질환,각론,,임상의학,
2022 KMLE 1교시 51번,내과,빈맥성 부정맥,순환기,,임상의학,
2024 KMLE 1교시 57번,소아청소년과,예방 소아과학,총론,,임상의학,
2021 KMLE 3교시 14번,내과,요로감염,신장,,임상의학,
2024 KMLE 2교시 18번,마이너,"이과학(바깥귀, 고막, 중이염, 어지럼)",이비인후과,,임상의학,
2025 KMLE 2교시 52번,외과,외상,외과총론,SGGN01000003,임상의학,
2021 KMLE 4교시 52번,마이너,치매,신경과/신경외과,,임상의학,
2024 KMLE 4교시 75번,정신건강의학과,성격장애(인격장애),질환,,임상의학,
2026 KMLE 1교시 60번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2021 KMLE 3교시 50번,내과,뇌하수체 후엽 질환,내분비,,임상의학,
2022 KMLE 1교시 80번,산부인과,자궁내막암,부인과-종양,,임상의학,
2024 KMLE 3교시 41번,내과,폐렴,호흡기,,임상의학,
2021 KMLE 1교시 41번,내과,부신피질 질환,내분비,,임상의학,
2022 KMLE 3교시 35번,마이너,결막·각막 질환,안과,,임상의학,
2023 KMLE 2교시 31번,내과,폐암,호흡기,,임상의학,
2024 KMLE 2교시 5번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2022 KMLE 4교시 28번,소아청소년과,소화기 질환,각론,,임상의학,
2022 KMLE 4교시 72번,내과,췌장 질환,소화기-간담췌,,임상의학,
2024 KMLE 3교시 25번,산부인과,임신 고혈압,산과-이상임신,,임상의학,
2021 KMLE 4교시 13번,내과,성인예방접종,감염,,임상의학,
2023 KMLE 1교시 62번,예방의학,건강증진과 보건교육,건강증진/의료윤리,,인문사회의학,
2021 KMLE 1교시 62번,예방의학,타당도와 신뢰도,역학,,인문사회의학,
2023 KMLE 4교시 10번,내과,폐결핵,호흡기,,임상의학,
2023 KMLE 3교시 14번,내과,위·십이지장 질환,소화기-위장관,,임상의학,
2023 KMLE 1교시 13번,의료법규,검역법,의료법규,,인문사회의학,
2021 KMLE 2교시 31번,정신건강의학과,물질관련 장애(알코올/약물),질환,,임상의학,
2025 KMLE 4교시 20번,내과,종양의 진단,종양,,임상의학,
2025 KMLE 1교시 54번,외과,결장 및 직장,외과각론,SGSP01200002,임상의학,
2021 KMLE 4교시 5번,외과,결장 및 직장,외과각론,SGSP01200010,임상의학,
2023 KMLE 3교시 9번,내과,폐색전증,호흡기,,임상의학,
2021 KMLE 3교시 65번,정신건강의학과,불안장애,질환,,임상의학,
2025 KMLE 3교시 70번,산부인과,정상 분만(분만 기전),산과-분만관리,,임상의학,
2025 KMLE 1교시 56번,소아청소년과,정상 신생아(신생아 관리),총론,,임상의학,
2021 KMLE 1교시 7번,의료법규,마약류관리에 관한 법률,의료법규,,인문사회의학,
2021 KMLE 4교시 18번,내과,판막질환,순환기,,임상의학,
2021 KMLE 1교시 35번,내과,기관지확장증,호흡기,,임상의학,
2022 KMLE 3교시 53번,내과,빈맥성 부정맥,순환기,,임상의학,
2025 KMLE 2교시 60번,,,,,,
2021 KMLE 1교시 36번,소아청소년과,발달,총론,,임상의학,
2022 KMLE 1교시 2번,의료법규,국민건강보험법,의료법규,,인문사회의학,
2022 KMLE 4교시 40번,산부인과,임신의 진단,산과-산전관리,,임상의학,
2022 KMLE 1교시 72번,마이너,사고와 중독,응급의학과,,임상의학,
2021 KMLE 1교시 71번,예방의학,환경오염,환경 및 산업보건,,인문사회의학,
2023 KMLE 1교시 5번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2024 KMLE 2교시 56번,소아청소년과,알레르기 질환,각론,,임상의학,
2024 KMLE 3교시 18번,내과,위장관 출혈,소화기-위장관,,임상의학,
2021 KMLE 2교시 59번,소아청소년과,종양성 질환,각론,,임상의학,
2021 KMLE 4교시 30번,소아청소년과,감염병,각론,,임상의학,
2023 KMLE 3교시 43번,소아청소년과,소화기 질환,각론,,임상의학,
2022 KMLE 2교시 58번,정신건강의학과,소아·청소년 정신의학,특수분야,,임상의학,
2026 KMLE 1교시 4번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2025 KMLE 4교시 35번,산부인과,정상 분만(분만 기전),산과-분만관리,,임상의학,
2022 KMLE 2교시 41번,소아청소년과,신·요로 질환,각론,,임상의학,
2021 KMLE 1교시 6번,의료법규,마약류관리에 관한 법률,의료법규,,인문사회의학,
2021 KMLE 4교시 58번,내과,다발골수종(형질세포질환),혈액,,임상의학,
2025 KMLE 1교시 2번,의료법규,응급의료에 관한 법률,의료법규,,인문사회의학,
2025 KMLE 3교시 51번,내과,폐렴,호흡기,,임상의학,
2024 KMLE 4교시 5번,산부인과,태아성장지연(발육부전),산과-이상임신,,임상의학,
2026 KMLE 1교시 13번,의료법규,검역법,의료법규,,인문사회의학,
2021 KMLE 1교시 15번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2024 KMLE 3교시 5번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2026 KMLE 1교시 31번,소아청소년과,감염병,각론,,임상의학,
2024 KMLE 2교시 80번,내과,ST분절 상승 심근경색,순환기,,임상의학,
2022 KMLE 3교시 59번,내과,과민성 폐장염과 호산구 폐렴,호흡기,,임상의학,
2021 KMLE 4교시 59번,내과,콩팥병의 접근,신장,,임상의학,
2024 KMLE 2교시 31번,소아청소년과,소화기 질환,각론,,임상의학,
2021 KMLE 2교시 32번,산부인과,진단학(산과학 개요),산과-기초,,임상의학,
2023 KMLE 1교시 54번,내과,위종양,소화기-위장관,,임상의학,
2025 KMLE 2교시 80번,소아청소년과,신생아 질환,총론,,임상의학,
2023 KMLE 2교시 79번,내과,RNA 바이러스 질환,감염,,임상의학,
2022 KMLE 2교시 42번,내과,요로감염,신장,,임상의학,
2021 KMLE 3교시 3번,내과,염증성 장질환,소화기-위장관,,임상의학,
2021 KMLE 2교시 64번,산부인과,태아성장지연(발육부전),산과-이상임신,,임상의학,
2025 KMLE 4교시 12번,내과,심혈관계 진찰 및 증상,순환기,,임상의학,
2021 KMLE 1교시 31번,소아청소년과,혈액 질환,각론,,임상의학,
2022 KMLE 3교시 43번,내과,위·십이지장 질환,소화기-위장관,,임상의학,
2023 KMLE 4교시 80번,,,,,,
2024 KMLE 1교시 47번,산부인과,부인과 감염질환,부인과-일반,,임상의학,
2021 KMLE 4교시 17번,정신건강의학과,기분 장애,질환,,임상의학,
2021 KMLE 5교시 7번,산부인과,외음부 및 질 질환,부인과-일반,,임상의학,
2024 KMLE 4교시 20번,내과,류마티스관절염,류마티스,,임상의학,
2022 KMLE 2교시 5번,산부인과,임신면역,산과-임신생리,,임상의학,
2024 KMLE 3교시 54번,내과,천식,호흡기,,임상의학,
2024 KMLE 1교시 58번,소아청소년과,아동기 정신 장애,총론,,임상의학,
2024 KMLE 2교시 69번,정신건강의학과,기분 장애,질환,,임상의학,
2023 KMLE 4교시 73번,산부인과,임신의 내/외과적 합병증,산과-이상임신,,임상의학,
2024 KMLE 3교시 75번,내과,흉막과 종격동 질환,호흡기,,임상의학,
2021 KMLE 3교시 41번,외과,소아외과,외과각론,SGSP02000005,임상의학,
2022 KMLE 2교시 39번,내과,갑상샘 종양,내분비,,임상의학,
2024 KMLE 4교시 6번,산부인과,조산,산과-이상임신,,임상의학,
2023 KMLE 2교시 3번,내과,요로감염,신장,,임상의학,
2021 KMLE 1교시 54번,소아청소년과,신경계 질환,각론,,임상의학,
2023 KMLE 1교시 14번,의료법규,보건의료기본법,의료법규,,인문사회의학,
2021 KMLE 4교시 26번,내과,DNA 바이러스 질환,감염,,임상의학,
2023 KMLE 1교시 42번,소아청소년과,성장,총론,,임상의학,
2021 KMLE 3교시 45번,외과,항문,외과각론,SGSP01300003,임상의학,
2024 KMLE 3교시 30번,내과,간 농양 및 독성 간염,소화기-간담췌,,임상의학,
2022 KMLE 3교시 75번,내과,급성 감염성 설사/세균성 식중독,감염,,임상의학,
2021 KMLE 1교시 26번,외과,"지혈, 출혈 및 수혈",외과총론,SGGN00200003,임상의학,
2023 KMLE 3교시 80번,내과,패혈증과 패혈성 쇼크,감염,,임상의학,
2025 KMLE 3교시 28번,내과,콩팥병의 접근,신장,,임상의학,
2025 KMLE 3교시 53번,내과,감염질환 개요,감염,,임상의학,
2025 KMLE 4교시 63번,마이너,비뇨기계 손상(외상),비뇨의학과,,임상의학,
2022 KMLE 3교시 66번,내과,판막질환,순환기,,임상의학,
2025 KMLE 2교시 71번,마이너,동물 기생충성 피부질환,피부과,,임상의학,
2024 KMLE 2교시 44번,마이너,홍반/두드러기/약물발진,피부과,,임상의학,
2023 KMLE 1교시 28번,외과,췌장,외과각론,SGSP01600005,임상의학,
2023 KMLE 2교시 47번,외과,외상,외과총론,SGGN01000012,임상의학,
2024 KMLE 4교시 73번,소아청소년과,신경계 질환,각론,,임상의학,
2021 KMLE 3교시 66번,외과,수술의 원칙,외과총론,,임상의학,
2021 KMLE 2교시 15번,내과,저혈당,내분비,,임상의학,
2021 KMLE 2교시 29번,내과,골관절염,류마티스,,임상의학,
2024 KMLE 1교시 31번,,,,,,
2026 KMLE 1교시 32번,외과,담낭과 담도,외과각론,SGSP01500016,임상의학,
2025 KMLE 3교시 4번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2025 KMLE 2교시 20번,내과,고혈압,순환기,,임상의학,
2023 KMLE 2교시 41번,내과,폐암,호흡기,,임상의학,
2022 KMLE 2교시 20번,마이너,두부외상(외상),신경과/신경외과,,임상의학,
2025 KMLE 3교시 20번,내과,감염질환 개요,감염,,임상의학,
2021 KMLE 4교시 25번,내과,당뇨병,내분비,,임상의학,
2021 KMLE 1교시 9번,의료법규,응급의료에 관한 법률,의료법규,,인문사회의학,
2025 KMLE 3교시 71번,산부인과,수술적 산과학(산과 수기 및 수술),산과-분만관리,,임상의학,
2022 KMLE 1교시 33번,외과,담낭과 담도,외과각론,SGSP01500011,임상의학,
2021 KMLE 5교시 12번,정신건강의학과,불안장애,질환,,임상의학,
2023 KMLE 3교시 5번,마이너,사고와 중독,응급의학과,,임상의학,
2024 KMLE 1교시 6번,의료법규,보건의료기본법,의료법규,,인문사회의학,
2025 KMLE 2교시 76번,내과,콩팥병의 접근,신장,,임상의학,
2024 KMLE 3교시 64번,내과,폐색전증,호흡기,,임상의학,
2024 KMLE 4교시 9번,외과,유방,외과각론,SGSP00100006,임상의학,
2024 KMLE 2교시 42번,내과,성분화장애,내분비,,임상의학,
2023 KMLE 1교시 4번,의료법규,응급의료에 관한 법률,의료법규,,인문사회의학,
2022 KMLE 2교시 65번,정신건강의학과,기분 장애,질환,,임상의학,
2024 KMLE 2교시 39번,마이너,혼수,신경과/신경외과,,임상의학,
2023 KMLE 3교시 47번,내과,호흡기계 진찰 및 증상,호흡기,,임상의학,
2024 KMLE 1교시 65번,예방의학,역학적 연구방법론,역학,,인문사회의학,
2025 KMLE 1교시 25번,외과,담낭과 담도,외과각론,SGSP01500001,임상의학,
2025 KMLE 3교시 80번,내과,류마티스질환의 접근,류마티스,,임상의학,
2021 KMLE 3교시 38번,산부인과,양수 및 태반 이상,산과-이상임신,,임상의학,
2025 KMLE 1교시 76번,예방의학,감염성 질환의 역학과 관리,역학,,인문사회의학,
2023 KMLE 2교시 29번,마이너,이상운동 질환,신경과/신경외과,,임상의학,
2025 KMLE 3교시 68번,내과,내분비 대사질환 개요,내분비,,임상의학,
2025 KMLE 1교시 16번,의료법규,마약류관리에 관한 법률,의료법규,,인문사회의학,
2022 KMLE 4교시 22번,정신건강의학과,기분 장애,질환,,임상의학,
2024 KMLE 1교시 2번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2024 KMLE 4교시 42번,내과,콩팥병의 접근,신장,,임상의학,
2024 KMLE 3교시 74번,산부인과,가족계획,부인과-일반,,임상의학,
2023 KMLE 3교시 57번,외과,결장 및 직장,외과각론,,임상의학,
2023 KMLE 4교시 41번,내과,재생불량빈혈/골수이형성증후군,혈액,,임상의학,
2021 KMLE 1교시 29번,산부인과,부인과 감염질환,부인과-일반,,임상의학,
2022 KMLE 2교시 30번,내과,약물 알레르기,알레르기,,임상의학,
2025 KMLE 2교시 55번,외과,위와 샘창자(십이지장),외과각론,SGSP00900001,임상의학,
2026 KMLE 1교시 50번,내과,호흡기계 진찰 및 증상,호흡기,,임상의학,
2024 KMLE 2교시 32번,외과,"수액, 전해질, 쇼크",외과총론,,임상의학,
2021 KMLE 4교시 43번,정신건강의학과,기분 장애,질환,,임상의학,
2024 KMLE 1교시 23번,소아청소년과,신생아 가사 및 소생술,총론,,임상의학,
2023 KMLE 4교시 70번,소아청소년과,호흡기 질환,각론,,임상의학,
2022 KMLE 2교시 32번,내과,콩팥토리질환,신장,,임상의학,
2023 KMLE 2교시 72번,정신건강의학과,외상 및 스트레스 관련 장애,질환,,임상의학,
2021 KMLE 5교시 3번,내과,소장·결장·직장 종양,소화기-위장관,,임상의학,
2021 KMLE 1교시 80번,예방의학,의료윤리,건강증진/의료윤리,,인문사회의학,
2025 KMLE 4교시 73번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2021 KMLE 2교시 18번,마이너,환경 응급,응급의학과,,임상의학,
2022 KMLE 2교시 54번,마이너,비뇨생식 종양,비뇨의학과,,임상의학,
2025 KMLE 2교시 68번,마이너,혼수,신경과/신경외과,,임상의학,
2024 KMLE 4교시 10번,,,,,,
2024 KMLE 3교시 66번,소아청소년과,감염병,각론,,임상의학,
2023 KMLE 1교시 16번,의료법규,감염병의 예방 및 관리에 관한 법률,의료법규,,인문사회의학,
2024 KMLE 2교시 63번,마이너,심폐소생술,응급의학과,,임상의학,
2025 KMLE 3교시 43번,소아청소년과,성장,총론,,임상의학,
2025 KMLE 4교시 1번,내과,류마티스질환의 접근,류마티스,,임상의학,
2025 KMLE 1교시 58번,산부인과,자궁내막증,부인과-생식내분비,,임상의학,
2022 KMLE 3교시 63번,내과,췌장 질환,소화기-간담췌,,임상의학,
2022 KMLE 2교시 26번,마이너,사고와 중독,응급의학과,,임상의학,
2023 KMLE 2교시 12번,소아청소년과,감염병,각론,,임상의학,
2024 KMLE 1교시 29번,소아청소년과,소아의 영양,총론,,임상의학,
2023 KMLE 4교시 51번,내과,담낭 및 담도 질환,소화기-간담췌,,임상의학,
2024 KMLE 1교시 59번,예방의학,환경오염,환경 및 산업보건,,인문사회의학,
2025 KMLE 2교시 39번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2025 KMLE 4교시 74번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2021 KMLE 2교시 10번,마이너,뇌혈관 질환(뇌출혈/뇌경색),신경과/신경외과,,임상의학,
2025 KMLE 2교시 14번,내과,폐렴,호흡기,,임상의학,
2022 KMLE 3교시 19번,외과,외상,외과총론,SGGN01000010,임상의학,
2022 KMLE 1교시 21번,마이너,후두과학,이비인후과,,임상의학,
2025 KMLE 1교시 12번,의료법규,국민건강보험법,의료법규,,인문사회의학,
2025 KMLE 4교시 46번,마이너,두통,신경과/신경외과,,임상의학,
2023 KMLE 4교시 22번,소아청소년과,소아청소년의 성 발달,총론,,임상의학,
2021 KMLE 1교시 72번,예방의학,역학적 연구방법론,역학,,인문사회의학,
2024 KMLE 2교시 55번,내과,염증성 근육병증,류마티스,,임상의학,
2022 KMLE 2교시 21번,내과,천식,호흡기,,임상의학,
2022 KMLE 3교시 48번,외과,결장 및 직장,외과각론,SGSP01000002,임상의학,
2021 KMLE 5교시 14번,내과,거대적혈모구빈혈,혈액,,임상의학,
2022 KMLE 1교시 57번,소아청소년과,신경계 질환,각론,,임상의학,
2022 KMLE 4교시 2번,소아청소년과,호흡기 질환,각론,,임상의학,
2021 KMLE 2교시 54번,소아청소년과,호흡기 질환,각론,,임상의학,
2025 KMLE 2교시 22번,내과,호흡기계 진찰 및 증상,호흡기,,임상의학,
2022 KMLE 4교시 14번,마이너,뇌혈관 질환(뇌출혈/뇌경색),신경과/신경외과,,임상의학,
2025 KMLE 2교시 28번,내과,알레르기 질환 총론,알레르기,,임상의학,
2021 KMLE 4교시 48번,마이너,신경근육 질환,신경과/신경외과,,임상의학,
2021 KMLE 4교시 14번,마이너,사고와 중독,응급의학과,,임상의학,
2025 KMLE 4교시 69번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2023 KMLE 2교시 54번,마이너,치매,신경과/신경외과,,임상의학,
2023 KMLE 2교시 32번,내과,ST분절 상승 심근경색,순환기,,임상의학,
2022 KMLE 3교시 44번,소아청소년과,소화기 질환,각론,,임상의학,
2025 KMLE 3교시 46번,내과,호흡기계 진찰 및 증상,호흡기,,임상의학,
2023 KMLE 4교시 71번,산부인과,임신의 내/외과적 합병증,산과-이상임신,,임상의학,
2022 KMLE 3교시 42번,마이너,환경 응급,응급의학과,,임상의학,
2023 KMLE 1교시 56번,외과,췌장,외과각론,SGSP01600006,임상의학,
2023 KMLE 4교시 57번,내과,알레르기 비염,알레르기,,임상의학,
2022 KMLE 1교시 15번,의료법규,마약류관리에 관한 법률,의료법규,,인문사회의학,
2025 KMLE 1교시 51번,외과,결장 및 직장,외과각론,SGSP01200001,임상의학,
2022 KMLE 1교시 68번,예방의학,의료자원과 관리,의료관리,,인문사회의학,
2023 KMLE 1교시 77번,의료법규,연명의료결정법,의료법규,,인문사회의학,
2024 KMLE 3교시 17번,내과,고혈압,순환기,,임상의학,
2025 KMLE 2교시 11번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2025 KMLE 2교시 7번,산부인과,산과 초음파,산과-산전관리,,임상의학,
2023 KMLE 4교시 11번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2023 KMLE 3교시 38번,내과,그람양성균 감염,감염,,임상의학,
2024 KMLE 1교시 44번,산부인과,무월경,부인과-생식내분비,,임상의학,
2022 KMLE 4교시 30번,내과,당뇨병의 합병증,내분비,,임상의학,
2022 KMLE 4교시 73번,내과,골관절염,류마티스,,임상의학,
2024 KMLE 4교시 28번,내과,간질성 폐질환,호흡기,,임상의학,
2023 KMLE 1교시 78번,의료법규,의료윤리,의료법규,,인문사회의학,
2023 KMLE 2교시 70번,소아청소년과,종양성 질환,각론,,임상의학,
2021 KMLE 2교시 40번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2021 KMLE 3교시 27번,산부인과,임신융모질환,부인과-종양,,임상의학,
2025 KMLE 3교시 73번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2025 KMLE 3교시 77번,내과,당뇨병,내분비,,임상의학,
2025 KMLE 3교시 27번,내과,심혈관계 진찰 및 증상,순환기,,임상의학,
2024 KMLE 3교시 7번,내과,다발골수종(형질세포질환),혈액,,임상의학,
2025 KMLE 4교시 18번,내과,요로결석,신장,,임상의학,
2025 KMLE 3교시 12번,외과,위와 샘창자(십이지장),외과각론,SGSP00900002,임상의학,
2023 KMLE 2교시 25번,내과,환기 장애,호흡기,,임상의학,
2024 KMLE 4교시 64번,소아청소년과,소화기 질환,각론,,임상의학,
2021 KMLE 1교시 61번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2025 KMLE 3교시 75번,내과,감염질환 개요,감염,,임상의학,
